words,sentiment_coeff
russia rts futures expiring in june gained percent to at am in new york _oao gazprom the natural gas export monopoly rose percent,0.9995732501535437
the market vectors russia etf a united states traded fund that holds russian shares dropped percent,-1.0015250908679245
the dollar denominated rts index declined percent to ,1.0027546539629848
the following are among the most active stocks in the south african market today,0.9996655298401042
the shares have lost percent this year,-1.0037555922843053
the median estimate of economists surveyed by bloomberg news was for a percent gain,-0.9989931417495047
shares on the measure trade at an average times estimated earnings compared with about times at the end of _the following shares were among the most active in the market,1.0006235927060279
stock symbols are in parentheses after the company name,1.0019767687600547
golden agri resources the worlds second biggest palm oil producer decreased percent to singapore cents,1.0033110488640098
indofood agri resources the palm oil unit of indonesias no,-1.002119911109846
toyota motor the worlds largest carmaker lost percent,-1.0024494534680215
the topix has declined percent in compared with gains of percent by the p and percent by the stoxx europe index ,1.001782846584076
stocks in the japanese benchmark are valued at times estimated earnings compared with times for the p and times for the stoxx,-1.0076737238210103
shares of the following companies had unusual moves in south korea trading_stock symbols are in parentheses and prices are as of am in seoul,-1.0037816698453756
the kospi index fell or percent to ,-1.0031963835900628
the following shares rose or fell in sub saharan africa excluding south africa ,1.0019940478635772
the lira weakened percent to per dollar,-1.0006094375040402
the broader swiss performance index added percent today,-1.001875869152977
japans nikkei stock average fell or percent to as of am in tokyo_the following are among the most active shares in the japanese market today,-1.000008311482581
stock symbols are in parentheses after company names,-1.005640313486514
the benchmark kospi index fell percent,0.9992880686718602
the median forecast of economists surveyed by bloomberg news projected an advance to ,1.0007852756413251
that he would pursue a second round of asset purchases to stimulate the economy a tactic known as quantitative easing,-1.0005797000856702
the standard poors index rose percent to at am in new york ,-1.0057177473247805
the dow jones industrial average advanced points or percent to ,0.9991082530715617
earnings per share beat estimates at percent of the companies in the p that reported results since april ,-0.9996600897355972
the set index rose or percent to ,1.0022488071148725
japans nikkei stock average fell percent,-0.9986892248227869
who has a buy rating on the stock,0.9994508104103768
stocks of the following companies had unusual price changes in taipei trading_stock symbols are in parentheses and shares are as of the pm close,0.998567159413555
taiwans taiex index fell or percent to ,-1.0013268928426753
shares of the following companies had unusual moves in malaysia trading_stock symbols are in parentheses and prices are as of the pm close in kuala lumpur,1.00036388620809
operating profit will probably be trillion won for the months ending dec,1.0008080576895526
the announcement came after the stock market closed,1.0018776141545265
sales climbed percent to trillion won,1.0018999216089197
shares of the following companies had unusual moves in vietnam trading_stock symbols are in parentheses and prices are as of the am local time close,1.001378641550407
the vn index the benchmark measure of the ho chi minh city stock exchange fell percent to ,1.0052833289229939
sales rose percent to billion kronor,0.9989782935990423
sales gained percent to billion yuan,1.0030532678807513
australia p asx index fell percent,1.0040316931371742
gcc officials are seeking to avert an escalation of the violence in yemen or a deadly military divide like the one in libya _rising social unrest also threatens to strengthen al qaeda as it seeks to use yemen the poorest arab nation as a base from which to destabilize neighboring saudi arabia the worlds largest exporter of crude oil,-1.0012592426993927
in march saleh agreed to an opposition proposal to hand over power by the end of the year then backtracked by saying hed stand down only after a newly elected government was formed and power was transferred to safer hands,-1.0026876496426074
he would be the third middle eastern leader forced from office by popular protest movements this year after egypt hosni mubarak and tunisia zine el abidine ben ali,1.0019231090900063
without saying where it got the information,-0.9984087298804388
sales rose percent to billion beating the average estimate of billion,1.0003882697511965
sales at stores open at least a year rose percent,-1.0002034936016766
the following were among the most active stocks in benelux markets today,-0.9988766285815908
shares of the following companies had unusual moves in taiwan trading,1.0040174759820986
the dow jones industrial average gained percent,1.0005625427272302
the following is a list of companies whose shares may have unusual price changes in central european markets_stock symbols are in parentheses after company names,0.9993767119211603
share prices are from the last close,1.0103018142444953
a basis point is percentage point,-1.0001801267005102
shares of the following companies had unusual moves in malaysia trading_stock symbols are in parentheses and prices are as of the pm close in kuala lumpur ,-1.0022126216512495
the following is the text of canada retail sales report for december as released by statistics canada ,1.0022631854142137
note to readers all the data in this release are seasonally adjusted and in current dollars unless otherwise noted_total retail sales by volume are measured by deflating values in current dollars of the various trade groups using consumer price indexes,-1.0047951530482904
this retail sales in chained dollars series is a chain fisher volume index with as the reference year,-1.00375850685416
with the release of data in april seasonally adjusted monthly figures for will be revised to equal the sum of the unadjusted estimates,1.0043789302640027
wilson has reshaped allstates investment portfolio since when writedowns contributed to an annual loss of billion,1.0004650146732401
the shares have advanced percent this year,1.0001426959041673
the broader hdax index also slid percent today,-1.0017705263130143
the criminal case is united states v,-1.0003053026720163
they have declined percent this year,-1.0030557851486368
the following companies are having unusual price changes in chilean trading_stock symbols are in parentheses and prices are as of am new york time,1.0063009096741768
futures on the standard poors index rose percent today,-1.0046405394155358
li fung the biggest supplier of clothes and toys to retailers including wal mart stores inc,-1.0016936036440578
a weaker yen boosts the value of overseas income at japanese companies when converted into their home currency,-1.0019806770349473
the gauge earlier fell as much as percent,0.9994466529336771
china vanke and poly real estate group co,-1.0021401617319077
the csi index fell percent to ,-1.0061959263563944
prices have climbed percent this year,-0.9992295032425977
the dollar denominated rts index rose percent to ,1.0029785737272676
the p added percent to at pm in new york,-1.000449778026173
that compares with the nt billion average of analyst estimates ,-1.0014289656111055
the following companies had unusual price changes in bogota trading_stock symbols are in parentheses and prices are as of pm new york time,1.0012473637179284
the igbc index increased percent to while the colcap index gained percent to ,1.002545174771273
the broader swiss performance index also fell percent today,0.9997882202509306
said before the earnings were released,-1.0049373819573126
eighteen companies in the p are scheduled to release third quarter results this week_analysts surveyed by bloomberg predict percent profit growth from a year earlier for companies in the index the fourth straight quarterly increase after a record nine quarter slump,-1.004775293186518
calls give the right to buy shares of a security for a certain amount the strike price by a set date_puts convey the right to sell,-0.9987379271899703
investors use options to guard against fluctuations in the price of securities they own speculate on share price moves or bet that volatility or stock swings will rise or fall,-1.0021027455421385
sales rose percent to million from million,-1.0011085500709835
the stock has gained percent in the past months,1.000676269403187
the following is a list of companies whose shares may have unusual price changes in south africa _stock symbols are in parentheses after company names and prices are from the last close,-0.9992828700587096
the stock gained cents or percent to rand,1.0026697230833976
bhp billiton plc dropped percent to _harmony gold mining added percent to ,0.999301551367683
impala platinum holdings gained percent to ,-1.0011229962956005
net income increased percent to million or cents a share from million or cents a year earlier,-1.000067139315085
malaysia marine heavy engineering holdings bhd,1.000578890448292
macau is the only place in china where casinos are legal,1.0026157454454725
following is a table showing commercial papers dealt by indian companies_the data has been provided by trust financial consultancy services,1.0030504360950319
futures on the standard poors index climbed percent,1.0003877055492578
the msci emerging markets index advanced percent to the highest level since june ,-1.0014849235685677
the following companies had unusual price changes in chilean trading_stock symbols are in parentheses and prices are as of pm new york time,1.0037052616910218
the ipsa index fell percent to ,1.0020979271852173
that beat the million euro average of analysts estimates ,-1.000926373371054
the company has a market value of billion euros,0.999659348757512
sales jumped percent to billion yuan,1.0041143638088939
the following companies may have significant price changes in hong kong trading_share prices are as of the last close,-0.999431523757525
the stock was unchanged at hk ,-1.0033016018552368
the stock declined percent to hk ,-1.0000814357921455
the stock fell percent to hk ,0.998929298515314
the stock slid percent to hk ,-1.0003876910029625
shanghai pudong development bank the chinese partner of citigroup inc,0.9992398720866382
the following were among the most active shares in the market_stock symbols are in parentheses after company names,-1.0028408998199536
rio tinto group the worlds third biggest miner gained percent to a ,1.0015678605912444
the csi index added percent to ,1.002511679668259
poly real estate lost percent to yuan,-1.0021158938383496
an overview of activity since markets closed in sydney and a preview of the day ahead,1.0037423697419718
avg nikkei nasdaq composite index ftse index p index hang seng index reuters jefferies crb index bonds au yr bond _currencies aud usd nzd usd eur usd jpy usd aud eur gbp aud aud jpy commodities spot gold comex gold spot silver ,-0.9992712388907183
that compares with million a year ago,0.9999575574463635
at the pm close in the emirate,-1.0016641498926575
the following stocks rose or fell in the gulf,1.0009928146369353
credit default swaps pay the buyer face value in exchange for the underlying securities or the cash equivalent should a government or company fail to adhere to its debt agreements,-1.0013338954118893
shares of the following companies had unusual moves in india trading_stock symbols are in parentheses and prices are as of the pm close in mumbai,-1.001427830873887
shares of the following companies had unusual moves in indonesian trading_stock symbols are in parentheses and prices are as of the pm jakarta time close,-1.0001136329294025
the jakarta composite index declined points or percent to falling for a second day,-0.999452935770659
bhp billiton the worlds largest mining company gained percent to a _rio tinto group the worlds third biggest miner rose percent to a ,0.9993382204709271
the following stocks rose or fell today,-1.0013944473287453
the dollar denominated rts index decreased percent to ,1.0029571910928938
the stock has lost percent this year,0.9988532918352103
the stock had climbed percent this year before today,0.999832424959021
the following is a list of companies whose shares may rise or fall in australia_this preview includes news announced after markets closed,-1.0004134297816785
bhp billiton the worlds largest mining company gained percent to a in sydney,1.0002755028533548
its american depositary receipts gained percent in new york trading,1.001421920876252
woodside petroleum australias second biggest oil and gas producer lost percent to a ,1.000896803076043
newcrest mining australias largest gold producer climbed percent to a _barbara advanced percent to australian cents,-1.002463997756002
qantas shares rose percent to a ,1.0019893165552867
american depositary receipts of sumitomo mitsui financial group inc,0.9989675354806101
australia new zealand banking group ltd,-1.0034073888766188
futures on japans nikkei stock average expiring in march closed at in chicago yesterday compared with in osaka japan_they were bid in the pre market at in osaka at am local time,-1.0034230125053896
australias p asx index declined percent today,-1.0008507219582419
the yen appreciated to as high as against the dollar today in tokyo compared with at the close of stock trading yesterday,-1.0000002091250368
the msci asia pacific index dropped percent this year through yesterday compared with gains of percent by the p and percent by the stoxx europe index_stocks in the asian benchmark are valued at times estimated earnings on average compared with times for the p and times for the stoxx ,-1.0015250487904797
today of the companies in the msci index are scheduled to release earnings statements_of the companies that have reported results for the latest quarter have exceeded analysts estimates while have missed them ,-0.9993695541818408
it touched the strongest level since feb,1.0031042324552186
sales rose percent to million euros,-1.0006271911426494
the dollar denominated rts index dropped percent to ,-1.0036412034835736
analysts predicted million euros on average,1.001329620587791
net income rose percent to million euros,-1.00056040786295
revenue in the three months ended sept,-1.0052116433911757
sales rose percent to billion pesos,-1.005082583091983
the following stocks rose or fell in egypt,-1.001338957451731
gansu qilianshan cement group added percent to yuan,-0.9998559772891402
faw car which makes passenger cars in china with volkswagen ag gained percent to yuan,-0.999307938670828
the extra yield investors demand to own emerging market debt over united states treasuries declined basis points to percentage points according to jpmorgan chase co.s embi index,1.0023668503740455
citing the economys outlook moodys investors service on oct_put the nations debt rating on review for a possible upgrade,1.0045069777158326
in technical analysis investors and analysts study charts of trading patterns and prices to forecast changes in a security commodity currency or index,-0.9984150354083428
that surpassed the billion euro average estimate in a bloomberg survey of analysts,-1.0043806886767592
the shares are up percent this year,1.0052658925001186
the company commented in an e mailed statement today,-0.9990643863718424
renault sa climbed percent to euros,-1.00080437496253
software ag advanced percent to euros,-1.0012344120905752
bernstein in new york wrote today in a note to clients,-0.9998672114055581
the dollar denominated rts index climbed percent to ,0.9996294763564674
futures on the hang seng index slid percent to ,1.0035368880604467
japans nikkei stock average rose or percent to at the close in tokyo_the following were among the most active shares in the japanese market today,-1.0024590435390375
the following companies had unusual price changes in peru trading_stock symbols are in parentheses and share prices are as of pm new york time,1.0036189439963743
following is a table showing certificate of deposits dealt by indian companies.the data has been provided by trust financial consultancy services and nvs brokerage ltd.and lkp securities limited,-0.9998217006057656
the following are among the most active stocks on the warsaw stock exchange today,-1.0032325727631826
the shares fell the most since ,1.0035484615240362
the following companies are having unusual price changes in mexico trading_stock symbols are in parentheses and prices are as of am new york time,1.0002877072492724
the ipc index fell percent to ,-1.0007816715193014
operating income increased percent to billion pesos,1.0007713137736605
overseas investors sold a net billion rupees of indian stocks yesterday paring their investments in equities this year to billion rupees the nations market regulator said_foreigners purchased billion rupees of shares and sold billion rupees the securities and exchange board of india said today ,-0.9985376623787579
the sensex has fallen percent this year_the previous record was in when flows reached billion rupees sparking the biggest advance in years,-1.0040903182913783
funds withdrew a record billion rupees from stocks in setting off the worst annual slump_foreign funds have placed trillion rupees in equities and billion rupees in bonds since they were allowed into the country in ,-1.002119695107142
the regulator provides data on shares bought and sold by large investors including trades in the primary and secondary markets with a delay of at least a day,0.9980486573361684
the stock sells for times earnings,-0.9993128199403917
the opinions expressed are his own,-1.0018978276311292
they had risen percent this year before today,-1.0043336900227575
the shares have climbed percent this year,0.9989703890847322
industrial commercial bank of china ltd,0.998231039182115
the shares have declined percent in the past year,1.0017735885610697
the following stocks rose or fell in the persian gulf region,0.9993991829034392
shares of the following companies may have unusual moves in philippine trading_stock symbols are in parentheses and prices are as of the previous close unless stated otherwise,-1.0028332524191665
the philippine stock exchange index fell percent to ,1.0041070874379154
the stock decreased percent to pesos,-1.0024165554709012
revenue rose percent to billion euros,-1.00212399052611
indian stocks swung between gains and losses,-1.0016071176498769
the bse index added percent to ,1.0008619328713302
its april futures traded at rupees,1.0002989722484747
indias economic growth and corporate earnings lured foreign investors to buy a record billion of local equities last year and made the sensex the best performer and most expensive among the worlds biggest markets,-1.0008787767703098
slipping rand or percent to rand,-0.9991441984984235
the company said in a statement today,1.001344066194606
the following shares rose or fell in paris,1.0011897928905016
shares of the following companies had unusual moves in south korea trading_stock symbols are in parentheses and prices are as of the pm close in seoul,-1.000546613186891
said in a phone interview today,0.9998333160954828
the dollar denominated rts index added percent to ,-1.002616866032905
the dollar denominated rts index increased percent to ,-1.0020689596763976
the nations largest interdealer debt broker_the price rose yen to yen,1.0007557840489112
american depositary receipts of canon inc,-1.0077333228786796
futures on japans nikkei stock average expiring in december closed at in chicago yesterday compared with in singapore_they were bid in the pre market at in osaka japan at am local time,1.0014163063151038
australias p asx index advanced percent today,1.0031011214974543
said in a research note today,1.002312929514578
sales rose percent to billion kroner,-1.0040584911304373
mitsubishi ufj financial group and sumitomo mitsui financial group inc,1.002720323851166
which oversees about billion in tokyo,1.000616255794238
futures on japans nikkei stock average expiring in june closed at in chicago yesterday compared with in osaka japan_they were bid in the pre market at in osaka at am local time,1.0031188525008234
futures on the standard poors index were little changed today,-1.0014182237125284
stocks in the asian benchmark are valued at times estimated earnings on average compared with times for the p and times for the stoxx ,-1.0023201940811888
markets malaysias ftse bursa malaysia klci index fell percent_the msci asia pacific index dropped percent,1.0012927444987878
the dow jones industrial average lost percent,1.0017686708644005
palm oil may delivery futures fell percent to ringgit a metric ton,-1.0060423991399488
the stock has more than doubled this year,-0.9993900520839805
the nikkei stock average rose percent to ,-0.9992541325108079
the ftse bursa malaysia klci index fell or percent to its second day of declines,-0.9981959216771302
the stock had declined percent this year before today,-0.9995808624536762
the stock tumbled percent to yen,-1.0074228571949277
the following companies had unusual price changes in argentine trading_stock symbols are in parentheses and share prices are as of pm new york time,1.0079862797608896
the merval index fell percent to ,-1.0023400358851207
industrial and commercial bank of china ltd,1.0010017164513878
japans nikkei stock average dropped percent,1.0074263824445748
the hang seng china enterprises index of so called h shares of chinese companies gained percent to ,1.0009508620550895
the stockpile estimates ranged from increases of billion to billion cubic feet,-1.0004409768158642
supplies jumped billion cubic feet a year earlier,1.0017823673504338
analysts forecast the average of estimates ,1.0025273202375233
analysts surveyed by bloomberg forecast profit of a share on sales of billion,1.0002878384293912
the contract was at at pm singapore time,-1.0005726328621292
prices are percent higher than a year earlier,-0.9992179720620332
the difference between front month contracts in london and new york surged to a record on feb,1.0086371592225116
the spread averaged cents last year,1.001824292290812
chongqing changan automobile the chinese partner of ford motor and mazda motor corp,0.9990134561650944
the benchmark kospi index rose percent,-1.0014779177069892
the stock has climbed percent this year,-0.9992105144257798
sales rose percent to billion rupees,-1.0014224668202523
sales climbed percent to billion euros,1.002482830917593
the stock has declined percent this year valuing the company at billion euros,-1.004738984379058
cap sa fell percent to pesos,-1.0000729197096108
sudamericana de vapores sa retreated percent to pesos,-0.9984068977388819
embotelladora andina sa rose percent to pesos,1.0028669613514045
libyan leader muammar qaddafi vowed to fight a growing rebellion until his last drop of blood as parts of the capital of tripoli resembled a war zone and some of his followers and troops defected to the opposition,-1.000392195821094
credit default swaps pay the buyer face value in exchange for the underlying securities or cash equivalent if the issuer fails to comply with debt agreements,1.0031095350903967
in the past five years the gap between the day tiie and the overnight rate has averaged basis points,1.0013433379182575
the shanghai composite index which tracks the bigger of chinas stock exchanges rose or percent to _the csi index gained percent to ,0.9996862924797949
shares of the following companies had unusual moves in philippine trading_stock symbols are in parentheses and prices are as of the noon close in manila ,-1.002376814921502
the philippine stock exchange index rose percent to ,1.0032188434563452
that beat the million euro average estimate of analysts surveyed by bloomberg,-1.000543834180269
sales rose percent on the month,-0.9990236056689685
at the pm close in riyadh,-1.000454614848092
sales rose percent to billion euros,1.0051059732863759
the stock has fallen percent this year valuing the company at billion euros,1.001533012623639
revenue fell percent to billion euros,1.002489249336527
the case is united states v_rajaratnam cr united states district court southern district of new york ,-1.001000607833084
analysts predicted cents the average of estimates ,0.9995459476873328
the year average is percentage points,1.0002392674335139
he has a neutral rating on the stock,-1.0008521334219171
prices are up percent from a year ago,-1.0011890862903408
oil and natural gas account for a quarter of russias economic output,-0.9987570492073509
the broader swiss performance index gained percent today,-1.0010763134280003
the dow jones industrial average increased points or percent to ,-1.0003218484858214
the benchmark kospi index added percent,-1.003002118005019
it has risen percent this year,1.0012972031415255
the figures underscore the federal reserve view that the housing market continues to be depressed even as the rest of the economy improves,-1.004220650569215
the national association of realtors data are due at am in washington,1.001748184729824
homebuilder shares have underperformed the broader stock market since the middle of last year,1.0017485099939318
the shares fell percent to zloty,1.0007270088045443
united states treasury secretary timothy f,-1.0047145788789689
credit default swaps pay the buyer face value in exchange for the underlying securities or the cash equivalent should a government or company fail to adhere to debt agreements,-1.0049533890885565
abu dhabis adx general index advanced percent,1.0001993308725876
the mean estimate of four analysts was for a profit of million dirhams ,-1.0041414840850913
the yield spread on russian bonds is basis points below the average for emerging markets down from a month high of in february according to jpmorgan indexes,-0.9990890307523667
the contracts pay the buyer face value in exchange for the underlying securities or the cash equivalent should a government or company fail to adhere to its debt agreements,-1.0012572531877626
non deliverable forwards or ndfs which provide a guide to expectations of currency movements and interest rate differentials and allow companies to hedge against currency movements show the ruble at per dollar in three months,-1.0022485837375683
the p added percent to at pm in new york ,1.0008649436142947
the dow jones industrial average gained points or percent to ,-1.0025389137960723
the fed left its benchmark interest rate in a range of zero to percent and retained a pledge in place since march to keep it exceptionally low for an extended period,-1.0069583581125927
analysts surveyed by bloomberg had estimated profit of on average,-1.0002262861611078
the dow jones industrial average rose points or percent to ,-1.0002014411212143
the shares have fallen percent this year,1.001185586025626
shares or american depositary receipts of the following south african companies closed as follows anglo american plc added percent to ,0.9999137025062789
harmony gold mining added percent to ,1.0003709588470282
impala platinum holdings rose percent to ,-0.9995140352117146
the stock has dropped percent this year,1.0003105033071873
the shares have lost percent in the past months,-1.0077093683290792
revenue rose percent to billion kronor,0.9982964413691835
the shares have gained percent in the past months,1.002384751687541
hong kongs hang seng index climbed percent,-1.000918168664676
the shares are little changed this year,-1.0010242467072519
the bombay stock exchange sensitive index or sensex fell or percent to ,0.9999348578562799
the buyers and sellers werent immediately known,1.0038827071888246
wipro which provides services such as designing and building software programs product engineering and back office support to companies including bp plc william morrison supermarkets plc,-1.0028672766654863
the p gsci index of commodities climbed percent,-1.0016818772768863
it touched the strongest level since the central bank unified official and market exchange rates at the end of ,-1.0035049433551124
sales rose percent to billion rubles,1.0003153179518574
american depositary receipts of mitsubishi ufj financial group inc,-1.001161273330389
australias p asx index dropped percent today,1.000042678729312
the benchmark p asx index fell percent,-1.0022977638491142
they have risen percent this year,0.9995015986522761
overall there have been deals announced globally this year totaling billion a percent increase from the billion in the same period in ,1.0008460490105764
the following were among the most active shares in the market today_stock symbols are in parentheses after company names,-1.0005613039178645
that beat the million euro average estimate of seven analysts surveyed by bloomberg,-0.9993517185146484
that gives the company a market value of billion euros,-1.0116634287586215
the real weakened percent to per dollar,0.9996141389432004
the bovespa index trades at times analysts earnings estimates compared with times for the msci emerging markets index of developing nations stocks and times for mexicos ipc index according to weekly _the bovespa trades at times the reported profits of its companies,0.9993987511235365
norway reservoirs feeding hydroelectric plants dropped percentage points to percent full according to data on the website of the nord pool spot as exchange_norways reserves usually decline by percentage points in the period,0.9995823503049985
swedish reservoirs also fell at a faster pace than average last week sliding percentage points to percent of capacity,-0.9999496071851234
the shares are down percent this year,1.0041149724008709
the two year note yield rose one basis point to percent,-1.0007343598377363
the standard poors tsx composite index lost points or percent to at am in toronto,0.9992543171232857
south koreas kospi index added percent,1.0008784954982066
australia p asx index was little changed,1.0009594951210128
futures on the standard poors index lost percent,0.9996434344243326
stocks in the asian benchmark were valued at times estimated earnings on average compared with times for the p and times for the stoxx ,1.0021542965624652
the shares have gained percent this year giving the company a market value of billion euros,0.9996612312094979
that missed the billion average estimate of analysts surveyed by bloomberg,-1.0026028783246221
according to the median estimate of analysts surveyed by bloomberg,1.000180680370713
chinas stocks are in a solid bull market and the nations indexes may rise percent in the next six months according to robert lutts president and chief investment officer of cabot money management_i like growth in the economy i like valuations and i think profitability will be very strong lutts based in salem massachusetts wrote in e mailed comments,-1.002519114395463
i now have a large weighting in china,-1.0079916670977267
japanese markets are closed for a public holiday,-1.0031379083348584
economists projected percent growth according to the median estimate in a bloomberg news survey,1.0002663955526083
futures have gained percent in the past year,-1.001097249034988
stocks in the asian benchmark are valued at times estimated earnings on average as of the last close compared with times for the p and times for the stoxx ,1.0011554927089326
the lima general index fell percent to _the msci all peru capped index fell percent to ,-1.0060266983965152
the stock increased percent to hk ,-1.0056811938263501
the median estimate of economists surveyed by bloomberg was for an increase of percent,-1.0030092873939722
the second largest added percent to yuan,1.0037929694256005
the following were among the most active stocks in the portuguese market today,1.0013581899893982
the index trades at times analysts earnings estimates according to weekly _that compares to a ratio of for the shanghai composite index for russia micex and for india sensex,0.9998058954075736
sales rose percent to billion pounds,1.0008926484290939
revenue jumped percent to billion yuan,-0.9977990554279876
the following companies had unusual price changes in sao paulo trading_stock symbols are in parentheses and prices are as of pm new york time,-1.002440871973602
preferred shares are usually the most traded class of stock,-1.0033501574175094
credit swaps pay the buyer face value if a borrower fails to meet its obligations less the value of the defaulted debt_a basis point percentage point equals annually on a contract protecting million of debt,0.9994230817293971
the shares have gained percent this year ,1.001590367011918
in a note to clients today,-1.0002582386090473
bristol myers has said the united states health law changes will hurt sales of that drug because medicaid the federal and state health program for low income people is cutting rebates,1.0008412273096658
the standard poors index dropped percent to at the pm close in new york,-0.9982641389748623
estimates ranged from million to million,0.9992600364694096
wrote in a research note today,0.998767750837567
the following companies may have unusual price changes in india trading _stock symbols are in parentheses and share prices are as of the last close ,-0.9998333218388727
the bombay stock exchanges sensitive index or sensex gained or percent to ,-1.0053712825180532
the p cnx nifty index on the national stock exchange rose percent to _the bse index increased percent to ,1.0044592852542933
the stock rose percent to rupees,1.0025412770606772
the shares gained percent to rupees,-1.0062967157560054
note to readers the survey of employment payrolls and hours is a business census of non farm payroll employees_its key objective is to provide a monthly portrait of the level of earnings the number of jobs and hours worked by detailed industry at the national provincial and territorial level,1.0045406769770646
statistics canada also produces employment estimates from its monthly labour force survey _the lfs is a household survey whose main objective is to divide the working age population into three mutually exclusive groups the employed unemployed and not in the labour force,-0.9997421020065965
this survey is the official source for the unemployment rate and collects data on the socio demographic characteristics of all those in the labour market_as a result of conceptual and methodological differences estimates of changes from seph and lfs do differ from time to time,0.9999290782460591
however the trends in the data are quite similar_unless otherwise stated this release presents seasonally adjusted data which facilitates comparisons by removing the effects of seasonal variations,1.0015168900292628
all earnings data include overtime pay and exclude businesses which could not be classified to a north american industrial classification system code_average weekly earnings are derived by dividing total weekly earnings by the number of employees,-1.0011773614430364
changes in average earnings can be influenced by a number of factors_changes in the level of earnings the number of payroll employees and the number of hours worked can have an impact,0.9990271378131788
other factors could include compositional changes over time such as changes in the proportions of full time and part time work proportions of casual senior and junior employees the occupational distribution within and across industries and in the distribution of employment between industries_such effects may apply differently within different provinces and territories and over time,-0.9993178922647609
empresa nacional de telecomunicaciones sa rose percent to pesos,-1.0045780623568938
the ftse all share index lost percent today while irelands iseq index slipped percent,-0.9993564558726357
the ipsa index rose percent to ,0.9998809034738494
the average estimate of analysts surveyed by bloomberg was for profit of cents a share,-1.001831148272821
national benchmark indexes declined in of the western european markets,1.0000329639281071
the chinese affiliate of holcim ltd,-0.9992762709981269
angang steel fell percent to yuan,-1.002675242042073
the shanghai composite index which tracks the bigger of chinas stock exchanges fell percent to _the csi index dropped percent to ,1.0055103882109995
the dow jones industrial average slid points or percent to today,-1.0001280530682168
the shares had fallen percent this year before today,1.001923003485617
the following companies are having unusual price changes in bogota trading_stock symbols are in parentheses and prices are as of am new york time,1.0032919722693594
the igbc index rose percent to while the colcap index gained percent to ,-1.0020137413146506
the shares have gained percent in the past year,1.0000191713550346
sales increased percent to billion yuan,1.002754157045459
analysts projected ffo of a share the average of estimates in a bloomberg survey,0.9987487249490491
funds from operations exclude depreciation and other items_the cash flow measure used by real estate investment trusts doesnt conform to generally accepted accounting principles,-1.0002059619757895
the broader hdax index gained percent today,-0.9995671668521048
the benchmark straits times index fell percent,-0.9988975195609203
calls give the right to buy a security for a certain amount the strike price by a set date_puts convey the right to sell,1.0011440855697098
a basis point equals percentage point,0.9989659150358384
that pared the stocks gain this year to percent,-0.9984434961736681
the shares have dropped percent this year,-1.0041608265146054
a basis point is the equivalent of percentage point,-1.0008202169438078
said in an e mail today,-1.0056587198761913
earnings per share beat estimates at more than three quarters of the companies in the p that reported results since april ,-1.000325880337976
revenue climbed percent to billion from billion,1.0020828667170334
the shares gained percent this year before today,1.000965704907124
dow founded in as a bleach maker is the worlds biggest producer of chlorine epoxy resins and polyethylene plastic_its the worlds second biggest chemical maker behind germany basf se,-1.0041443421703302
south koreas kospi index climbed percent,1.0022891773130045
hong kongs hang seng index fell percent,0.9999739473083846
a stronger yen cuts the value of overseas income at japanese companies when converted into their home currency,1.0042543407246123
mitsubishi ufj lost percent to yen,-1.0004342432660978
click on send comment in the sidebar display to send a letter to the editor,1.0000618858574846
